GENUS,TPL_FAMILY,TPL_STATUS,TPL_URL
Ternatea,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Ternatea/
Terniola,Podostemaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Podostemaceae/Terniola/
Terniopsis,Podostemaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Podostemaceae/Terniopsis/
Ternstroemia,Pentaphylacaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Pentaphylacaceae/Ternstroemia/
Ternstroemiopsis,Pentaphylacaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Pentaphylacaceae/Ternstroemiopsis/
Terpnanthus,Rutaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Terpnanthus/
Terpsichore,Polypodiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Polypodiaceae/Terpsichore/
Terrelymus,Poaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Terrelymus/
Terrestria,Dicranaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Dicranaceae/Terrestria/
Tersonia,Gyrostemonaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Gyrostemonaceae/Tersonia/
Terua,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Terua/
Tessaria,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tessaria/
Tessenia,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tessenia/
Tessiera,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Tessiera/
Tessmannia,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Tessmannia/
Tessmanniacanthus,Acanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Tessmanniacanthus/
Tessmannianthus,Melastomataceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Tessmannianthus/
Testulea,Ochnaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ochnaceae/Testulea/
Tetaris,Boraginaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Tetaris/
Tetilla,Saxifragaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Saxifragaceae/Tetilla/
Tetraberlinia,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Tetraberlinia/
Tetracanthus,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tetracanthus/
Tetracarpum,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tetracarpum/
Tetracentron,Trochodendraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Trochodendraceae/Tetracentron/
Tetracera,Dilleniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Dilleniaceae/Tetracera/
Tetrachaete,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Tetrachaete/
Tetrachne,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Tetrachne/
Tetrachondra,Tetrachondraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Tetrachondraceae/Tetrachondra/
Tetrachyron,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tetrachyron/
Tetraclinis,Cupressaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/G/Cupressaceae/Tetraclinis/
Tetraclis,Ebenaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Ebenaceae/Tetraclis/
Tetracme,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Tetracme/
Tetracoccus,Picrodendraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Picrodendraceae/Tetracoccus/
Tetracoscinodon,Pottiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Pottiaceae/Tetracoscinodon/
Tetractomia,Rutaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Tetractomia/
Tetracymbaliella,Geocalycaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Geocalycaceae/Tetracymbaliella/
Tetradenia,Lamiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lamiaceae/Tetradenia/
Tetradia,Malvaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Malvaceae/Tetradia/
Tetradiclis,Nitrariaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Nitrariaceae/Tetradiclis/
Tetradium,Rutaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Tetradium/
Tetradymia,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tetradymia/
Tetraedrocarpus,Boraginaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Tetraedrocarpus/
Tetraena,Zygophyllaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Zygophyllaceae/Tetraena/
Tetragastris,Burseraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Burseraceae/Tetragastris/
Tetraglochidium,Acanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Tetraglochidium/
Tetraglochin,Rosaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rosaceae/Tetraglochin/
Tetragonanthus,Gentianaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Gentianaceae/Tetragonanthus/
Tetragonella,Aizoaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Aizoaceae/Tetragonella/
Tetragonia,Aizoaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Aizoaceae/Tetragonia/
Tetragonocarpus,Apocynaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Tetragonocarpus/
Tetragonolobus,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Tetragonolobus/
Tetragonosperma,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tetragonosperma/
Tetragonotheca,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tetragonotheca/
Tetralix,Malvaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Malvaceae/Tetralix/
Tetralocularia,Convolvulaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Convolvulaceae/Tetralocularia/
Tetralophozia,Anastrophyllaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Anastrophyllaceae/Tetralophozia/
Tetrameles,Tetramelaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Tetramelaceae/Tetrameles/
Tetrameranthus,Annonaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Annonaceae/Tetrameranthus/
Tetrameris,Melastomataceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Tetrameris/
Tetramerista,Tetrameristaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Tetrameristaceae/Tetramerista/
Tetramerium,Acanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Tetramerium/
Tetramicra,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Tetramicra/
Tetramolopium,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tetramolopium/
Tetramyxis,Simaroubaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Simaroubaceae/Tetramyxis/
Tetranema,Plantaginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Plantaginaceae/Tetranema/
Tetraneuris,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tetraneuris/
Tetrantha,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tetrantha/
Tetranthera,Lauraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lauraceae/Tetranthera/
Tetranthus,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tetranthus/
Tetraotis,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tetraotis/
Tetrapanax,Araliaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Araliaceae/Tetrapanax/
Tetrapathaea,Passifloraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Passifloraceae/Tetrapathaea/
Tetraperone,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tetraperone/
Tetraphidopsis,Ptychomniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Ptychomniaceae/Tetraphidopsis/
Tetraphis,Tetraphidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Tetraphidaceae/Tetraphis/
Tetraphyle,Crassulaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Crassulaceae/Tetraphyle/
Tetraphyllaster,Melastomataceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Tetraphyllaster/
Tetraphyllum,Gesneriaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Tetraphyllum/
Tetraphysa,Apocynaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Tetraphysa/
Tetraplandra,Euphorbiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Tetraplandra/
Tetraplasandra,Araliaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Araliaceae/Tetraplasandra/
Tetraplasium,Saxifragaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Saxifragaceae/Tetraplasium/
Tetrapleura,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Tetrapleura/
Tetraplodon,Splachnaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Splachnaceae/Tetraplodon/
Tetrapogon,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Tetrapogon/
Tetrapollinia,Gentianaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Gentianaceae/Tetrapollinia/
Tetrapoma,Brassicaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Tetrapoma/
Tetrapterocarpon,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Tetrapterocarpon/
Tetrapteron,Onagraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Onagraceae/Tetrapteron/
Tetrapterum,Pottiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Pottiaceae/Tetrapterum/
Tetrapterygium,Brassicaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Tetrapterygium/
Tetrapterys,Malpighiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Malpighiaceae/Tetrapterys/
Tetrardisia,Primulaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Primulaceae/Tetrardisia/
Tetrarhaphis,Polygonaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Polygonaceae/Tetrarhaphis/
Tetraria,Cyperaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cyperaceae/Tetraria/
Tetrarrhena,Poaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Tetrarrhena/
Tetraselago,Scrophulariaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Scrophulariaceae/Tetraselago/
Tetrasida,Malvaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Malvaceae/Tetrasida/
Tetrasiphon,Celastraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Celastraceae/Tetrasiphon/
Tetraspidium,Orobanchaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orobanchaceae/Tetraspidium/
Tetraspis,Malpighiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Malpighiaceae/Tetraspis/
Tetrastemma,Annonaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Annonaceae/Tetrastemma/
Tetrastichium,Hookeriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Hookeriaceae/Tetrastichium/
Tetrastigma,Vitaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Vitaceae/Tetrastigma/
Tetrastylidium,Olacaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Olacaceae/Tetrastylidium/
Tetrastylis,Passifloraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Passifloraceae/Tetrastylis/
Tetrasynandra,Monimiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Monimiaceae/Tetrasynandra/
Tetrataenium,Apiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Tetrataenium/
Tetrataxis,Lythraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lythraceae/Tetrataxis/
Tetrathalamus,Winteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Winteraceae/Tetrathalamus/
Tetratheca,Elaeocarpaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Elaeocarpaceae/Tetratheca/
Tetrathylacium,Salicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Salicaceae/Tetrathylacium/
Tetrathyrium,Hamamelidaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Hamamelidaceae/Tetrathyrium/
Tetratome,Monimiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Monimiaceae/Tetratome/
Tetraulacium,Plantaginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Plantaginaceae/Tetraulacium/
Tetrazygia,Melastomataceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Tetrazygia/
Tetrazygiopsis,Melastomataceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Tetrazygiopsis/
Tetrazygos,Melastomataceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Tetrazygos/
Tetrodea,Leguminosae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Tetrodea/
Tetrodontium,Tetraphidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Tetraphidaceae/Tetrodontium/
Tetrodus,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tetrodus/
Tetroncium,Juncaginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Juncaginaceae/Tetroncium/
Tetrorchidium,Euphorbiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Tetrorchidium/
Tetrouratea,Ochnaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Ochnaceae/Tetrouratea/
Teucridium,Lamiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lamiaceae/Teucridium/
Teucrium,Lamiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lamiaceae/Teucrium/
Teuscheria,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Teuscheria/
Teyleria,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Teyleria/
Thacombauia,Humiriaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Humiriaceae/Thacombauia/
Thaia,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Thaia/
Thailentadopsis,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Thailentadopsis/
Thalassia,Hydrocharitaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Hydrocharitaceae/Thalassia/
Thalassodendron,Cymodoceaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cymodoceaceae/Thalassodendron/
Thaleropia,Myrtaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Myrtaceae/Thaleropia/
Thalia,Marantaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Marantaceae/Thalia/
Thalictrella,Ranunculaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Ranunculaceae/Thalictrella/
Thalictrodes,Ranunculaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Ranunculaceae/Thalictrodes/
Thalictrum,Ranunculaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ranunculaceae/Thalictrum/
Thallocarpus,Ricciaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Ricciaceae/Thallocarpus/
Thaminophyllum,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Thaminophyllum/
Thamnea,Bruniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Bruniaceae/Thamnea/
Thamniella,Lembophyllaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Lembophyllaceae/Thamniella/
Thamniopsis,Pilotrichaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Pilotrichaceae/Thamniopsis/
Thamnium,Neckeraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Neckeraceae/Thamnium/
Thamnobryum,Neckeraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Neckeraceae/Thamnobryum/
Thamnocalamus,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Thamnocalamus/
Thamnocharis,Gesneriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Thamnocharis/
Thamnochortus,Restionaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Restionaceae/Thamnochortus/
Thamnoldenlandia,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Thamnoldenlandia/
Thamnomalia,Neckeraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Neckeraceae/Thamnomalia/
Thamnopteris,Aspleniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Aspleniaceae/Thamnopteris/
Thamnosciadium,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Thamnosciadium/
Thamnoseris,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Thamnoseris/
Thamnosma,Rutaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Thamnosma/
Thapsia,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Thapsia/
Thaspium,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Thaspium/
Thaumasianthes,Loranthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Loranthaceae/Thaumasianthes/
Thaumastochloa,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Thaumastochloa/
Thaumatocaryon,Boraginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Thaumatocaryon/
Thaumatocaryum,Boraginaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Thaumatocaryum/
Thaumatococcus,Marantaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Marantaceae/Thaumatococcus/
Thawatchaia,Podostemaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Podostemaceae/Thawatchaia/
Thayeria,Polypodiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/P/Polypodiaceae/Thayeria/
Thea,Theaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Theaceae/Thea/
Theaphyllum,Celastraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Celastraceae/Theaphyllum/
Thecacoris,Phyllanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Phyllanthaceae/Thecacoris/
Thecanisia,Rosaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rosaceae/Thecanisia/
Thecanthes,Thymelaeaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Thymelaeaceae/Thecanthes/
Thecocarpus,Apiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Thecocarpus/
Thecopus,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Thecopus/
Thecostele,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Thecostele/
Thedachloa,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Thedachloa/
Theilera,Campanulaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Campanulaceae/Theilera/
Thelaia,Ericaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ericaceae/Thelaia/
Thelasis,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Thelasis/
Thelepaepale,Acanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Thelepaepale/
Thelepogon,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Thelepogon/
Thelesperma,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Thelesperma/
Thelethylax,Podostemaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Podostemaceae/Thelethylax/
Thelia,Theliaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Theliaceae/Thelia/
Theligonum,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Theligonum/
Thelionema,Xanthorrhoeaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Xanthorrhoeaceae/Thelionema/
Thelocactus,Cactaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Thelocactus/
Thelocephala,Cactaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Thelocephala/
Thelychiton,Orchidaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Thelychiton/
Thelymitra,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Thelymitra/
Thelypodiopsis,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Thelypodiopsis/
Thelypodium,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Thelypodium/
Thelypteris,Thelypteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Thelypteridaceae/Thelypteris/
Thelyschista,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Thelyschista/
Themeda,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Themeda/
Themelium,Polypodiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Polypodiaceae/Themelium/
Themistoclesia,Ericaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ericaceae/Themistoclesia/
Thenardia,Apocynaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Thenardia/
Theobroma,Malvaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Malvaceae/Theobroma/
Theodora,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Theodora/
Theodorea,Orchidaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Theodorea/
Theodorovia,Campanulaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Campanulaceae/Theodorovia/
Theophrasta,Primulaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Primulaceae/Theophrasta/
Theopsis,Theaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Theaceae/Theopsis/
Thepparatia,Malvaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Malvaceae/Thepparatia/
Thereianthus,Iridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Iridaceae/Thereianthus/
Theriophonum,Araceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Araceae/Theriophonum/
Theriotia,Buxbaumiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Buxbaumiaceae/Theriotia/
Thermia,Leguminosae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Thermia/
Thermopsis,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Thermopsis/
Therocistus,Cistaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Cistaceae/Therocistus/
Therofon,Saxifragaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Saxifragaceae/Therofon/
Therogeron,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Therogeron/
Therolepta,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Therolepta/
Therophon,Saxifragaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Saxifragaceae/Therophon/
Theropogon,Asparagaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asparagaceae/Theropogon/
Therorhodion,Ericaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ericaceae/Therorhodion/
Thesidium,Santalaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Santalaceae/Thesidium/
Thesion,Santalaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Santalaceae/Thesion/
Thesium,Santalaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Santalaceae/Thesium/
Thesmophora,Stilbaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Stilbaceae/Thesmophora/
Thespesia,Malvaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Malvaceae/Thespesia/
Thespesocarpus,Myristicaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Myristicaceae/Thespesocarpus/
Thespidium,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Thespidium/
Thespis,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Thespis/
Thevenotia,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Thevenotia/
Thevetia,Apocynaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Thevetia/
Thibaudia,Ericaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ericaceae/Thibaudia/
Thiemea,Dicranaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Dicranaceae/Thiemea/
Thilachium,Capparaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Capparaceae/Thilachium/
Thiloa,Combretaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Combretaceae/Thiloa/
Thinicola,Leguminosae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Thinicola/
Thinobia,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Thinobia/
Thinouia,Sapindaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Sapindaceae/Thinouia/
Thiollierea,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Thiollierea/
Thisantha,Crassulaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Crassulaceae/Thisantha/
Thiseltonia,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Thiseltonia/
Thismia,Burmanniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Burmanniaceae/Thismia/
Thladiantha,Cucurbitaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cucurbitaceae/Thladiantha/
